source_id,internal_name,display_name_en,display_name_ar,description_en,description_ar,amount_minor,currency,category_path,category_section_id,image_url,published,is_available,sold_out,properties
674cb3dcf0cee26ce2979ca5,hibiscus,Hibiscus,Hibiscus,,,3000,AED,Fine Tea,674cb463f0cee26ce297a6c9,https://media.finedinemenu.com/MawZBMZR_/9053895c-0281-4ffd-b902-303f348cea86.jpeg,true,true,false,
6a6f955c3eda99a46831d1cc,matcha-cloud,Matcha Cloud,ماتشا كلاود,,,3800,AED,Matcha,6a6f955c3eda99a46831d193,https://media.finedinemenu.com/MawZBMZR_/fb0f2713-9ddb-4aa8-acf1-9abde126ac07.jpeg,true,true,false,
695f99c849561787388e8b02,avocado-egg-toast,Avocado Egg Toast,Avocado Egg Toast,,,3900,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,,true,true,false,new|signature
674ee238f5d9910a52f8b8a3,halloumi-salad,Halloumi Salad,Halloumi Salad,,,4500,AED,Lunch & Dinner / Salad,674d5a20372f00d7a43b98ef,https://media.finedinemenu.com/MawZBMZR_/7728ee53-4b09-46de-a1e0-28b4dc19a2a9.jpeg,true,true,false,
674ca12655bbefc1372f2416,fire-bird,Fire Bird,Fire Bird,,,3700,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/c0d709c7-fd8c-4f1d-a138-7023c15d450a.jpeg,true,true,false,
674ca5bad2746aa19cf50963,beef-quesadilla,Beef Quesadilla,Beef Quesadilla,,,5300,AED,Lunch & Dinner / For The Table,674ca5848be796a22d732881,https://media.finedinemenu.com/MawZBMZR_/11c493f4-4f03-4554-ab04-28592101faba.jpeg,true,true,false,
674ca61ca0dce0a0eed077e4,stuffed-crispy-beef,Stuffed Crispy Beef,Stuffed Crispy Beef,,,5500,AED,Lunch & Dinner / Main Quotes,674ca5dd1cf886ae40b2cfa0,https://media.finedinemenu.com/MawZBMZR_/d6e51314-2b33-4640-9659-b941c491fc46.jpeg,true,true,false,
674ca42952f895a5b6f15a76,pasta-alfredo,Pasta Alfredo,Pasta Alfredo,,,5500,AED,Lunch & Dinner / Pasta,674ca3a9f0cee26ce296300a,https://media.finedinemenu.com/MawZBMZR_/fcef6712-8f4a-41e2-8f61-00206cebc607.jpeg,true,true,false,
674ca2c952f895a5b6f139c8,mix-slider,Mix Slider,Mix Slider,,,4500,AED,Lunch & Dinner / Sandwiches,674ca28a71e1e924975abe51,https://media.finedinemenu.com/MawZBMZR_/6adabb53-62c1-42eb-9a45-e293e6fd0473.jpeg,true,true,false,
6914db333569faf4f6ad966e,banana-pudding,Banana Pudding,Banana Pudding,,,4300,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/6f19b842-c42b-4abe-b6c2-58eb06cb0347.jpeg,true,true,false,
692dc583166ded0fbc45325f,spanish-piccolo,Spanish Piccolo,Spanish Piccolo,,,2500,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
674cb38871e1e924975c49dd,pasion-fruit-mojito,Pasion Fruit Mojito,Pasion Fruit Mojito,,,3000,AED,Beverages / Mocktails,674cb36c71e1e924975c4744,https://media.finedinemenu.com/MawZBMZR_/f4830f67-2f50-4ebd-839c-48488534ca9d.jpeg,true,true,false,
674d8e2eed1302e151f14cfa,oreo-milkshake,Oreo Milkshake,Oreo Milkshake,,,3600,AED,Beverages / Milkshake,674cb63352f895a5b6f307d2,https://media.finedinemenu.com/MawZBMZR_/c9fcf7f5-c06b-444d-b533-8ecca8171341.jpeg,true,true,false,
674cb31952f895a5b6f2cc43,fresh-ice-tea-lemonade,Fresh Ice Tea Lemonade,Fresh Ice Tea Lemonade,,,2600,AED,Beverages / Fresh Juice,674cb009a17564e113216a7f,https://media.finedinemenu.com/MawZBMZR_/3163dde3-8935-4900-bfef-b0d5f73bdf85.jpeg,true,true,false,
674d7fc47b5d576a43861c59,fanta-orange,Fanta Orange,Fanta Orange,,,1200,AED,Beverages / Softdrinks,674d7f3c8104a31225bf1012,,true,true,false,
6a6f92943842d505511e3632,coconut-noir-colombia,Coconut Noir - COLOMBIA,Coconut Noir - COLOMBIA,,,4900,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
6914df5ed92b0609d781ae6c,cappuccino-cream,Cappuccino Cream,Cappuccino Cream,,,3000,AED,Signature,674cb57582fe974dd29f2197,https://media.finedinemenu.com/MawZBMZR_/4c6a24e7-ca5a-4d2c-84a0-7322ae456010.jpeg,true,true,false,new|signature
6a6f955d3eda99a46831d1fe,blue-cloud,Blue Cloud,بلو كلاود,,,3900,AED,Matcha,6a6f955c3eda99a46831d193,https://media.finedinemenu.com/MawZBMZR_/758651f8-d2ae-4d1a-aaf7-4817044d218e.jpeg,true,true,false,
67484ea9b7022cddf57d1a46,triple-sandwich,Triple Sandwich,Triple Sandwich,,,4200,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,https://media.finedinemenu.com/MawZBMZR_/b5848d4d-dcc3-494c-b6f8-e78c76b00748.jpeg,true,true,false,
674ee21085dfc8914e89bd9c,lime-corn-salad,Lime Corn Salad,Lime Corn Salad,,,4000,AED,Lunch & Dinner / Salad,674d5a20372f00d7a43b98ef,https://media.finedinemenu.com/MawZBMZR_/91e336e0-cd81-4040-9b17-cf034f1b04aa.jpeg,true,true,false,
674ca10b372f00d7a434fcd2,crispy-fried-chicken,Crispy Fried Chicken,Crispy Fried Chicken,,,4000,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/a0ffc7a3-5a58-4b2f-b167-34a3cbf33918.jpeg,true,true,false,
674ca46055bbefc1372f7c08,roasted-tomato-basil-pasta,Roasted Tomato Basil Pasta,Roasted Tomato Basil Pasta,,,5500,AED,Lunch & Dinner / Pasta,674ca3a9f0cee26ce296300a,https://media.finedinemenu.com/MawZBMZR_/dbb73575-208a-4987-af72-08d6f278547d.jpeg,true,true,false,
674ca3728be796a22d72f349,cheesy-beef-slider,Cheesy Beef Slider,Cheesy Beef Slider,,,4600,AED,Lunch & Dinner / Sandwiches,674ca28a71e1e924975abe51,https://media.finedinemenu.com/MawZBMZR_/1c55d7e0-c540-47e6-9dfc-d9ef19a82a8e.jpeg,true,true,false,
676fb6b9843d0ec9c0a4b243,tira-mis-u-cake,Tira-mis-u Cake,Tira-mis-u Cake,,,4100,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/76690ace-f7d0-43b0-9fff-0cf57e38cd0f.jpeg,true,true,false,
674cbb21a17564e113224896,cortado,Cortado,Cortado,,,2500,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
674cb3cad2746aa19cf65bba,quotes-mojito,Quotes Mojito,Quotes Mojito,,,3200,AED,Beverages / Mocktails,674cb36c71e1e924975c4744,https://media.finedinemenu.com/MawZBMZR_/4aeeaced-e831-429f-88c0-2f92c05eb532.jpeg,true,true,false,
674cb65082fe974dd29f31d0,pistachio-milkshake,Pistachio Milkshake,Pistachio Milkshake,,,4000,AED,Beverages / Milkshake,674cb63352f895a5b6f307d2,https://media.finedinemenu.com/MawZBMZR_/d995559a-b6f2-4297-8f27-5bf524d62e03.jpeg,true,true,false,
6a6f92973842d505511e36a2,minas-gold-brazil,Minas Gold - Brazil,Minas Gold - Brazil,,,3500,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
692dad74eaaba4b5199186d3,spanish-cream,Spanish Cream,Spanish Cream,,,3200,AED,Signature,674cb57582fe974dd29f2197,https://media.finedinemenu.com/MawZBMZR_/3f9e3227-0aba-4e49-a9bb-7af510e059e8.jpeg,true,true,false,new|signature
6777eb18c8f67f30319694b4,camomile-tea,Camomile Tea,Camomile Tea,,,1500,AED,Fine Tea,674cb463f0cee26ce297a6c9,,true,true,false,
674c9a6c1cf886ae40b1a844,haloumi-sandwich,Haloumi Sandwich,Haloumi Sandwich,"Fresh sandwich bread layered with grilled halloumi cheese, crisp lettuce, tomato, and cucumber slices. Enhanced with a mint mayonnaise spread and a drizzle of pesto, topped with roasted tomato garlic for added flavor.","Fresh sandwich bread layered with grilled halloumi cheese, crisp lettuce, tomato, and cucumber slices. Enhanced with a mint mayonnaise spread and a drizzle of pesto, topped with roasted tomato garlic for added flavor.",4000,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,https://media.finedinemenu.com/MawZBMZR_/d56a3a72-c30e-49f9-82c5-0a444c8f7a84.jpeg,true,true,false,
674ee27ed3d46efa0a9a2b60,mango-avocado-salsa,Mango Avocado Salsa,Mango Avocado Salsa,,,2500,AED,Lunch & Dinner / Salad,674d5a20372f00d7a43b98ef,https://media.finedinemenu.com/MawZBMZR_/b2bfce83-63f0-4bd1-b323-0562f378deb4.jpeg,true,true,false,
674ca1563d079540e044a84b,baked-potato,Baked Potato,Baked Potato,,,3000,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/0b38e4d5-70a4-42ce-bb89-91aef70ff80d.jpeg,true,true,false,
674ca47952f895a5b6f16101,chicken-pesto-pasta,Chicken Pesto Pasta,Chicken Pesto Pasta,,,5600,AED,Lunch & Dinner / Pasta,674ca3a9f0cee26ce296300a,https://media.finedinemenu.com/MawZBMZR_/9c967e4a-e4d0-44c5-8376-36c2f208a242.jpeg,true,true,false,
674ca384372f00d7a4354489,chicken-cheetos-slider,Chicken Cheetos Slider,Chicken Cheetos Slider,,,4500,AED,Lunch & Dinner / Sandwiches,674ca28a71e1e924975abe51,https://media.finedinemenu.com/MawZBMZR_/1796352a-b20f-4aa8-8420-a8e674bdb4f9.jpeg,true,true,false,
67744bf6d1b72b30328a3ba7,quoconut-roll,Quoconut Roll,Quoconut Roll,,,3500,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/b7ac3dce-2a5c-4395-a015-3e1158d571f4.jpeg,true,true,false,signature
6753290a27a33ccd88ace054,spanish-cortado,Spanish Cortado,Spanish Cortado,,,2700,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
6a6f937f42e7c6e58f2182dc,palmichal-costa-rica,Palmichal - COSTA RICA,Palmichal - COSTA RICA,,,4000,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
674cb5cd3675fd23e99b61a8,tira-mis-u-latte,Tira-mis-u Latte,لاتيه تيراميسو كوتس,,,3500,AED,Signature,674cb57582fe974dd29f2197,https://media.finedinemenu.com/MawZBMZR_/4218a4dd-cd6d-4035-aba7-18f86690ea74.jpeg,true,true,false,
6777eabf8870bf6d92aadd3d,earl-grey-tea,Earl Grey Tea,Earl Grey Tea,,,1500,AED,Fine Tea,674cb463f0cee26ce297a6c9,,true,true,false,
674c9c5d10710de2ab42be78,falafel-garden,Falafel Garden,Falafel Garden,"Crisp falafel served on a slice of tartine bread, topped with creamy cheese and a rich Tahini Gremolata sauce. Garnished with fresh rocca leaves, mint, basil, parsley, and a sprinkle of radish slices for a fresh bite.","Crisp falafel served on a slice of tartine bread, topped with creamy cheese and a rich Tahini Gremolata sauce. Garnished with fresh rocca leaves, mint, basil, parsley, and a sprinkle of radish slices for a fresh bite.",4000,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,https://media.finedinemenu.com/MawZBMZR_/6f6aee83-7d55-4d5e-a337-4e5fafe6ae85.jpeg,true,true,false,signature
674ca0a7a17564e1131ffb10,chili-cheese-fries,Chili Cheese Fries,Chili Cheese Fries,,,4200,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/bf5d6f95-cd84-4970-b1c8-abb765fad375.jpeg,true,true,false,
67532807a78df48688ebf74c,mad-chicken-burger,Mad Chicken Burger,Mad Chicken Burger,,,4500,AED,Lunch & Dinner / Sandwiches,674ca28a71e1e924975abe51,https://media.finedinemenu.com/MawZBMZR_/3cf144c7-45d3-4317-9b8a-2f2653679c0b.jpeg,true,true,false,
67c865a754c65429c6c4c032,coco-berry-cake,Coco Berry Cake,Coco Berry Cake,,,4500,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/32e19713-31b9-4d79-857b-e82684ca5342.jpeg,true,true,false,special
674cbb4a55bbefc137316c26,flatwhite,Flatwhite,Flatwhite,,,2700,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
6a6f93f8d036771fb12cd341,uraga-bloom-ethiopia,Uraga Bloom - ETHIOPIA,Uraga Bloom - ETHIOPIA,,,3500,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
6777eb2f8870bf6d92aae9bb,jade-green-tea,Jade Green Tea,Jade Green Tea,,,1500,AED,Fine Tea,674cb463f0cee26ce297a6c9,,true,true,false,
674c9acba0dce0a0eecf49e9,avocado-chili,Avocado Chili,Avocado Chili,"Creamy mashed avocado spread on a crisp tartine toast, layered with a spicy mix of labneh infused with red and green chillies and a splash of lemon juice. Topped with chili flakes, roasted sesame, and fresh parsley and dill for added flavor.","Creamy mashed avocado spread on a crisp tartine toast, layered with a spicy mix of labneh infused with red and green chillies and a splash of lemon juice. Topped with chili flakes, roasted sesame, and fresh parsley and dill for added flavor.",4100,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,https://media.finedinemenu.com/MawZBMZR_/0d428fdb-dbba-4373-b88f-3223baa66c57.jpeg,true,true,false,
674ca0ba52f895a5b6f10845,mexican-fries,Mexican Fries,Mexican Fries,,,3700,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/e32aa4d6-d348-4791-b216-5bc09f7a0c23.jpeg,true,true,false,
674cab7b1cf886ae40b359e6,mini-mousse-triple-chocolate,Mini Mousse Triple Chocolate,Mini Mousse Triple Chocolate,,,3800,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/ec8e042c-056f-4c9b-ae87-3b575733bff3.jpeg,true,true,false,
674cbb3b82fe974dd29f889a,cappuccino,Cappuccino,Cappuccino,,,2700,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
6a6f9419f04f47ec6f7a9950,buku-sayisa-ethiopia,Buku Sayisa - ETHIOPIA,Buku Sayisa - ETHIOPIA,,,4100,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
674c9b13372f00d7a4345872,smoked-eggplant-avocado,Smoked Eggplant Avocado,Smoked Eggplant Avocado,"Tartine bread topped with a blend of grilled eggplant and avocado, seasoned with lemon, salt, and pepper. Garnished with bruschetta tomatoes, roasted sesame seeds, micro herbs, and a drizzle of balsamic.","Tartine bread topped with a blend of grilled eggplant and avocado, seasoned with lemon, salt, and pepper. Garnished with bruschetta tomatoes, roasted sesame seeds, micro herbs, and a drizzle of balsamic.",4000,AED,BreakFast & Brunch,67484e8d06a82d1000742a01,https://media.finedinemenu.com/MawZBMZR_/c21b886c-44af-47e1-bf17-6cc36ca18b03.jpeg,true,true,false,
674ca08f372f00d7a434f18b,spinach-artichoke-dip,Spinach Artichoke Dip,Spinach Artichoke Dip,,,3500,AED,Lunch & Dinner / Appetizer,674ca05e8be796a22d729feb,https://media.finedinemenu.com/MawZBMZR_/8c4240a8-8a56-425d-ae9a-fbd6ce60907d.jpeg,true,true,false,
674cab9010710de2ab443fc9,heaven-pie,Heaven Pie,Heaven Pie,,,3800,AED,Dessert,674ca73df0cee26ce2968444,https://media.finedinemenu.com/MawZBMZR_/fe1127c9-e92b-4a6a-b019-41830d020e86.jpeg,true,true,false,
674cbaa98be796a22d74fb3f,cafe-latte,Cafe Latte,Cafe Latte,,,2700,AED,Speciality Coffee / Milk-base Coffee,674cb8d582fe974dd29f637b,,true,true,false,
6a6f94570477fbbbdb3952b9,java-noir-indonesia,Java Noir - INDONESIA,Java Noir - INDONESIA,,,4200,AED,New V60 Beans,69614b90e5ccb143a4cd02b2,https://media.finedinemenu.com/MawZBMZR_/c23da780-dd28-4f20-b17c-cbf6e430638c.jpeg,true,true,false,
